TRIGRAMME,NOM_VALIDE,CD_NOM
Homjux,Homalium juxtapositum Sleumer,"671979"
Homkan,Homalium kanaliense (Vieill.) Briq.,"672249"
Homkanbou,Homalium kanaliense var. boulindae Sleumer,"673281"
Homkankan,Homalium kanaliense var. kanaliense (Vieill.) Briq.,"674475"
Homler,Homalium leratiorum Guillaumin,"671980"
Hommat,Homalium mathieuanum (Vieill.) Briq.,"671233"
Hommot,Homalium moto H.St.John,"447220"
Hommou,Homalium mouo H.St.John,"447221"
Hompan,"Homalium paniculatum (Lam.) Benth., 1859","706380"
Hompol,Homalium polystachyum (Vieill.) Briq.,"671234"
Homriv,Homalium rivulare (Vieill.) Briq.,"671981"
Homrub,Homalium rubiginosum (Vieill.) Warb.,"671235"
Homrub2,Homalium rubrocostatum Sleumer,"671236"
Homser2,"Homalium serratum Guillaumin, 1964","671237"
Homsle,Homalium sleumerianum Lescot,"671982"
Homtay,Homalium taypau H.St.John,"447222"
SalRic,"Salicoideae Rich. ex Arn., 1832","888627"
"PopL.,","Populus L., 1753","196579"
Popalb,"Populus alba L., 1753","115110"
Pop'Ba,Populus 'Balsam Spire' ,"199944"
Popbal,"Populus balsamifera L., 1753","115113"
Popdel,"Populus deltoides Bartram ex Marshall, 1785","115122"
Popxcan,"Populus x canadensis Moench, 1785","115167"
Popxcan2,"Populus x canadensis var. canadensis Moench, 1785","613577"
Popxcan3,"Populus x canadensis f. canadensis Moench, 1785","613831"
Popxcan4,Populus x canadensis f. eugenei (Simon-Louis ex K.Koch) Schelle,"613830"
Popxcan5,"Populus x canadensis var. gelrica (Houtz.) Geerinck, 2001","613578"
Popxcan6,"Populus x canadensis var. marilandica (Bosc ex Poir.) Rehder, 1923","613579"
Popxcan7,"Populus x canadensis f. marilandica (Bosc ex Poir.) Rehder, 1923","613832"
Popxcan8,Populus x canadensis f. robusta (Simon-Louis) Schelle,"613833"
Popxcan9,"Populus x canescens (Aiton) Sm., 1804","115168"
Popxgen,"Populus x generosa A.Henry, 1914","115171"
Popxhyb,"Populus x hybrida M.Bieb., 1808","115174"
Popxjac,"Populus x jackii Sarg., 1913","159793"
Popxjac2,Populus x jackii 'Gileadensis' ,"154644"
Poplas,"Populus lasiocarpa Oliv., 1890","611452"
Popnig,"Populus nigra L., 1753","115145"
Popnignig,"Populus nigra subsp. nigra L., 1753","139173"
Popnignig2,"Populus nigra var. nigra L., 1753","149994"
Popnigita,"Populus nigra var. italica Du Roi, 1772","149992"
Popnigbet,"Populus nigra subsp. betulifolia (Pursh) W.Wettst., 1952","139169"
Popnignea,"Populus nigra subsp. neapolitana (Ten.) Maire, 1932","139172"
Popsim,"Populus simonii Carrière, 1867","115152"
Poptre,"Populus tremula L., 1753","115156"
Poptri,"Populus trichocarpa Torr. & A.Gray ex Hook., 1852","115157"
Popyun,"Populus yunnanensis Dode, 1905","115182"
"SalL.,4","Salix L., 1753","197334"
Salacu,"Salix acutifolia Willd., 1803","611557"
Salalb,"Salix alba L., 1753","119915"
Salape,"Salix apennina A.K.Skvortsov, 1965","119931"
Salapp,"Salix appendiculata Vill., 1789","119933"
Salatr,"Salix atrocinerea Brot., 1804","119948"
Salaur,"Salix aurita L., 1753","119952"
Salbab,"Salix babylonica L., 1753","119954"
SalbicxSalcin,Salix bicolor x Salix cinerea ,"611553"
Salbic,"Salix bicolor Willd., 1796","119959"
Salbre,"Salix breviserrata Flod., 1940","119968"
Salcae,"Salix caesia Vill., 1789","119970"
Salcan2,"Salix cantabrica Rech.f., 1962","119975"
Salcap,"Salix caprea L., 1753","119977"
Salcer,"Salix ceretana (P.Monts.) Chmelar, 1981","119985"
Salcin,"Salix cinerea L., 1753","119991"
Salcra,"Salix crataegifolia Bertol., 1813","120003"
Saldap,"Salix daphnoides Vill., 1779","120009"
Salele,"Salix eleagnos Scop., 1772","120029"
Salfoe,"Salix foetida Schleich. ex DC., 1805","120037"
Salfra,"Salix fragilis L., 1753","120040"
Salgla,"Salix glaucosericea Flod., 1943","120048"
Salhas,"Salix hastata L., 1753","120052"
Salhel,"Salix helvetica Vill., 1789","120056"
Salher,"Salix herbacea L., 1753","120057"
Salxabe,"Salix x aberrans A.Camus & E.G.Camus, 1905","120272"
Salxabn,"Salix x abnormis Rouy, 1910","120273"
Salxael,"Salix x aellenii Rech.f., 1948","120277"
Salxalo,"Salix x alopecuroides Tausch ex Opiz, 1823","120279"
Salxalp,"Salix x alpigena A.Kern., 1864","120280"
Salxama,"Salix x amandae Andersson, 1868","120282"
Salxamb,"Salix x ambigua Ehrh., 1791","120284"
Salxant,"Salix x antverpiensis Lawalrée & De Langhe, 1965","120287"
Salxaur2,"Salix x aurigerana Lapeyr., 1813","120291"
Salxaus,"Salix x ausserdorferi Huter, 1886","120293"
Salxaus2,"Salix x austriaca Host, 1828","120294"
Salxaut,"Salix x autaretica Arv.-Touv., 1882","120295"
Salxbas,"Salix x basaltica H.J.Coste, 1897","120297"
Salxbec,"Salix x beckiana Beck, 1890","120299"
Salxbif,"Salix x bifida Wulfen, 1858","120300"
Salxbly,"Salix x blyttii A.Kern., 1860","120304"
Salxbou,"Salix x boulayi F.Gérard, 1904","120306"
Salxbou2,"Salix x boutignyana A.Camus & E.G.Camus, 1904","120307"
Salxboy,"Salix x boydii E.F.Linton, 1913","120308"
Salxbus,"Salix x buseri Favrat, 1889","120309"
Salxcal,"Salix x calliantha J.Kern., 1865","120311"
Salxcal2,"Salix x calodendron Wimm., 1866","120312"
Salxcan,"Salix x canescens Fr., 1802","120313"
Salxcap,"Salix x capreola A.Kern. ex Andersson, 1867","120318"
Salxcer,"Salix x cernua E.F.Linton, 1894","120319"
Salxcha,"Salix x charrieri Chass., 1929","120320"
Salxcho,"Salix x chouardii Chass. & Goerz, 1931","120322"
Salxchr,"Salix x chrysocoma Dode, 1909","120323"
Salxcom,"Salix x combinata Huter, 1891","120325"
Salxcon,"Salix x confinis A.Camus & E.G.Camus, 1905","120328"
Salxcor,"Salix x coriacea Forbes, 1829","120330"
Salxcot,"Salix x cottetii A.Kern., 1864","120332"
Salxdas,"Salix x dasyclados Wimm., 1849","120335"
Salxdec,"Salix x decumbens Schleich., 1815","120337"
Salxdev,"Salix x devestita Arv.-Touv., 1871","120339"
Salxdig,"Salix x digenea J.Kern., 1874","120341"
Salxdon,"Salix x doniana Sm., 1828","120343"
Salxehr,"Salix x ehrhartiana Sm., 1819","120347"
Salxerd,"Salix x erdingeri A.Kern., 1861","120353"
Salxery,"Salix x erythroclados Simonk., 1890","120354"
Salxexp,"Salix x expectata Rivas Mart.,T.E.Díaz, J.A.Prieto, Loidi & Penas, 1987","120357"
Salxfel,"Salix x felina Buser ex A.Camus & E.G.Camus, 1905","120360"
Salxfes,"Salix x festii Gáyer, 1932","120362"
Salxfon,"Salix x fontqueri Goerz, 1930","120367"
Salxfor,"Salix x forbesiana Druce, 1927","120368"
Salxfri,"Salix x friesiana Andersson, 1867","120372"
Salxfru,"Salix x fruticosa Döll, 1858","120374"
Salxgla,"Salix x glaucovillosa Hand.-Mazz., 1904","120380"
Salxgna,"Salix x gnaphaloides Schleich. ex Buser, 1940","120381"
Salxgoe,"Salix x goerziana Font Quer, 1945","120382"
Salxgra,"Salix x grahamii Borrer ex Baker, 1867","120383"
Salxgui,"Salix x guinieri Chass. & Goerz, 1931","120387"
Salxhee,"Salix x heeri Brügger, 1882","120390"
Salxheg,"Salix x hegetschweileri Heer, 1840","120391"
Salxhel,"Salix x hellwegeri Poelln., 1931","120394"
Salxhir,"Salix x hircina A.Kern. & J.Kern., 1864","120396"
Salxhol,"Salix x holosericea Willd., 1806","611558"
Salxhug,"Salix x hugueninii Brügger, 1880","120399"
Salxhut,"Salix x huteri A.Kern., 1866","120400"
Salxint,"Salix x intermedia Host, 1828","120408"
Salxint2,"Salix x inticensis Huter, 1907","120409"
Salxkal,"Salix x kalmthoutensis De Langhe & Lawalrée, 1972","120411"
Salxker,"Salix x kerneri Erdinger, 1865","120413"
Salxkhe,"Salix x khekii Wo?., 1898","120414"
Salxkoc,"Salix x kochiana Hartig, 1851","120415"
Salxkra,"Salix x kraettliana Brügger, 1880","120418"
Salxkra2,"Salix x krausei Andersson, 1867","120419"
Salxlae,"Salix x laestadiana Hartm., 1832","120420"
Salxlas,"Salix x laschiana Zahn, 1903","120427"
Salxlat,"Salix x latifolia Forbes, 1829","120428"
Salxlie,"Salix x liegnitzensis E.G.Camus & A.Camus, 1905","120431"
Salxlim,"Salix x limnogena J.Kern., 1864","120432"
Salxlit,"Salix x litigiosa A.Camus & E.G.Camus, 1905","120433"
Salxlon,"Salix x longissima Diaz Gonzalez & J.Andrés, 1987","120435"
Salxmac,"Salix x macrophylla A.Kern., 1860","120437"
Salxmar,"Salix x margaretae Seemen, 1889","120442"
Salxmar2,"Salix x margarita F.B.White, 1890","120443"
Salxmar3,"Salix x mariana Wo?., 1888","120444"
Salxmar4,"Salix x maritima Hartig, 1852","120445"
Salxmer,"Salix x merxmuelleri Rech.f., 1956","120449"
Salxmey,"Salix x meyeriana Rostk. ex Willd., 1811","120450"
Salxmie,"Salix x mielichhoferi Saut., 1849","120452"
Salxmil,"Salix x milzii Murr, 1923","120453"
Salxmol,"Salix x mollissima Ehrh. ex Elwert, 1786","120454"
Salxmoo,"Salix x moorei H.C.Watson ex F.B.White, 1890","120456"
Salxmul,"Salix x multidentata Diaz Gonzalez & Llamas, 1987","120457"
Salxmul2,"Salix x multinervis Döll, 1858","120459"
Salxneg,"Salix x negata P.Fourn., 1928","120462"
Salxobt,"Salix x obtusifolia Willd., 1806","120467"
Salxole,"Salix x oleifolia Vill., 1789","120469"
Salxony,"Salix x onychiophylla Andersson, 1867","120471"
Salxova,"Salix x ovata Ser., 1815","120472"
Salxpen,"Salix x pendulina Wender., 1831","120481"
Salxpro,"Salix x proteifolia Schleich. ex Forbes, 1829","120492"
Salxpse,"Salix x pseudodoniana Rouy ex A.Camus & E.G.Camus, 1905","983916"
Salxpse2,"Salix x pseudoelaeagnos Diaz Gonzalez & Llamas, 1987","120494"
Salxpub,"Salix x puberula Döll, 1858","120495"
Salxpus,"Salix x pustoriae Rouy ex A.Camus & E.G.Camus, 1905","983914"
Salxque,"Salix x quercifolia Sennen ex Goerz, 1927","120498"
Salxrec,"Salix x recondita Wo?., 1886","120501"
Salxref,"Salix x refraga R.Doll, 1978","120503"
Salxrei,"Salix x reichardtii A.Kern., 1860","120504"
Salxret,"Salix x reticuloides Andersson, 1868","120505"
Salxreu,"Salix x reuteri Moritzi, 1844","120506"
Salxrub,"Salix x rubens Schrank, 1789","120512"
Salxrub2,"Salix x rubra Huds., 1762","120513"
Salxsal,"Salix x salamonii (Carrière) Carrière, 1869","120517"
Salxsar,"Salix x sarmentacea Fr., 1814","120519"
Salxsch,"Salix x schinziana Braun-Blanq., 1945","120521"
Salxsch2,"Salix x schumanniana Seemen, 1889","120522"
Salxscr,"Salix x scrobigera Wo?., 1886","120523"
Salxsem,"Salix x semimyrsinites A.Camus & E.G.Camus, 1905","120525"
Salxsem2,"Salix x seminigricans A.Camus & E.G.Camus, 1905","120526"
Salxsem3,"Salix x semireticulata F.B.White, 1890","120528"
Salxsep,"Salix x sepulcralis Simonk., 1890","120529"
Salxser,"Salix x sericans Tausch ex A.Kern., 1860","120530"
Salxser2,"Salix x seringeana Ser. ex Gaudin, 1830","120531"
Salxsob,"Salix x sobrina F.B.White, 1890","120534"
Salxsor,"Salix x sordida A.Kern., 1860","120535"
Salxspu,"Salix x spuria Heer ex Buser, 1940","120539"
Salxsti,"Salix x stipularis Sm., 1903","120541"
Salxsub,"Salix x subalpina Forbes, 1829","120544"
Salxsub2,"Salix x subnivalis Brügger, 1882","120546"
Salxsub3,"Salix x subsericea Döll, 1858","120547"
Salxsub4,"Salix x subversifolia A.Camus & E.G.Camus, 1905","120549"
Salxthe,"Salix x thellungii Seemen, 1909","120552"
Salxtho,"Salix x thomasii Andersson, 1868","120554"
Salxtre,"Salix x trefferi Huter ex A.Kern., 1886","120557"
Salxuec,"Salix x uechtritzii Rouy, 1904 [nom. nud.]","120559"
Salxvel,"Salix x velenovskyi Servít, 1907","120564"
Salxvic,"Salix x viciosorum Sennen & Pau, 1912","120566"
Salxwim,"Salix x wimmeriana Gren. & Godr., 1855","120573"
Salxwol,"Salix x wolfiana Rouy ex A.Camus & E.G.Camus, 1905","983912"
Sallag,"Salix laggeri Wimm., 1854","120085"
Sallap,"Salix lapponum L., 1753","120091"
Salmyr,"Salix myrsinifolia Salisb., 1796","120135"
Salped,"Salix pedicellata Desf., 1799","120161"
Salpen,"Salix pentandra L., 1753","120163"
Salphy,"Salix phylicifolia L., 1753","120169"
Salpur,"Salix purpurea L., 1753","120189"
Salpyr,"Salix pyrenaica Gouan, 1773","120191"
Salrep,"Salix repens L., 1753","120192"
Salreprep,"Salix repens subsp. repens L., 1753","140478"
Salreprep2,"Salix repens var. repens L., 1753","151113"
Salrepdun,"Salix repens var. dunensis (Rouy) P.Fourn., 1935","151107"
Salrepgal,"Salix repens subsp. galeifolia Neumann ex Rech.f., 1957","140476"
Salrepros,"Salix repens subsp. rosmarinifolia (L.) ?elak., 1871","140479"
Salret,"Salix reticulata L., 1753","120193"
Salret2,"Salix retusa L., 1759","120195"
Salros,"Salix rosmarinifolia L., 1753","161360"
Salser,"Salix serpyllifolia Scop., 1772","120219"
Saltri,"Salix triandra L., 1753","120246"
Salvim,"Salix viminalis L., 1753","120260"
Cascor2,"Casearia coriacea Vent., 1808","706016"
Cascor3,"Casearia coriifolia Lescot & Sleumer, 1974","671224"
Casdep,Casearia deplanchei Sleumer,"671975"
Caskaa,"Casearia kaalaensis Lescot & Sleumer, 1974","671225"
Caslif,"Casearia lifuana Däniker, 1933","671226"
Caspub,"Casearia puberula Guillaumin, 1932","671227"
Cassil,"Casearia silvana Schltr., 1906","671976"
VioBat,"Violaceae Batsch, 1802","187351"
Agalec,"Agatea lecointei Munzinger, 2001","673783"
Agalon,Agatea longipedicellata Baker f.,"673663"
Agapan,Agatea pancheri Brongn.,"673664"
Agaruf,Agatea rufotomentosa Baker f.,"673665"
Agasch,Agatea schlechteri Melch. ex Guillaumin,"674450"
Agavei,"Agatea veillonii Munzinger, 2001","673782"
Hybaus,Hybanthus austrocaledonicus (Vieill.) Schinz & Guillaumin ex Melch.,"671614"
Hybcal,Hybanthus caledonicus (Turcz.) Cretz.,"671650"
Hybmic,Hybanthus micranthus Guillaumin,"671615"
Paybor,"Paypayrola bordenavei (H.E.Ballard & Munzinger) Byng & Christenh., 2018","895577"
Rincal,"Rinorea calycina (Tul.) Baill., 1886","807515"
Rinmon,"Rinorea monticola (Tul.) Baill., 1886","807516"
Rinpec,"Rinorea pectinosquamata Hekking, 1979","888387"
"VioL.,","Viola L., 1753","198911"
Vioalb,"Viola alba Besser, 1809","129492"
Vioalbalb,"Viola alba subsp. alba Besser, 1809","142273"
Vioarb,"Viola arborescens L., 1753","129500"
Vioarg,"Viola argenteria Moraldo & Forneris, 1988","129503"
Vioarv,"Viola arvensis Murray, 1770","129506"
Vioarvarv,"Viola arvensis var. arvensis Murray, 1770","613129"
Vioarvcon,"Viola arvensis var. contempta (Jord.) Espeut, 2010","613626"
Viober,"Viola bertolonii Pio, 1813","129514"
Viobif,"Viola biflora L., 1753","129520"
Viobub,"Viola bubanii Timb.-Lagr., 1852","129525"
Viocal,"Viola calcarata L., 1753","129527"
Viocalcal,"Viola calcarata subsp. calcarata L., 1753","142299"
Viocan,"Viola canina L., 1753","129529"
Viocancan,"Viola canina subsp. canina L., 1753","142305"
Viocanein,"Viola canina nothosubsp. einseleana (F.W.Schultz ex Nyman) Erben, 2002","718296"
Viocanrup,"Viola canina subsp. ruppii (All.) Schübl. & G.Martens, 1834","142317"
Viocen,"Viola cenisia L., 1763","129534"
Viocol,"Viola collina Besser, 1816","129539"
Viocor,"Viola cornuta L., 1763","129542"
Viocor2,"Viola corsica Nyman, 1855","129543"
Viocorcor,"Viola corsica subsp. corsica Nyman, 1855","142328"
Viocry,"Viola cryana Gillot, 1878","129545"
Viocuc,"Viola cucullata Aiton, 1789","161421"
Viodiv,"Viola diversifolia (DC.) W.Becker, 1903","129555"
Vioela,"Viola elatior Fr., 1828 [nom. cons.]","129557"
Viohir,"Viola hirta L., 1753","129586"
Viohis,"Viola hispida Lam., 1779","129587"
Vioxadu,"Viola x adulterina Godr., 1844","129743"
Vioxatr,"Viola x atrichocarpa Borbás, 1890","129745"
Vioxbav,"Viola x bavarica Schrank, 1789","129749"
Vioxber,"Viola x bernoulliana W.Becker ex Burnat, 1906","129751"
Vioxbet,"Viola x bethkeana Borbás, 1890","129752"
Vioxboh,"Viola x bohemica Beck, 1921","129756"
Vioxbor,"Viola x borussica (Borbás) W.Becker, 1912","129757"
Vioxbra,"Viola x braunii Borbás, 1890","129758"
Vioxbul,"Viola x bulgarica W.Becker, 1905","129760"
Vioxbur,"Viola x burnatii Gremli, 1878","129761"
Vioxcas,"Viola x castillensis W.Becker, 1910","129763"
Vioxche,"Viola x chenevardii W.Becker, 1910","129766"
Vioxchr,"Viola x christii Wulf, 1881","129767"
Vioxclu,"Viola x cluniensis Murr & Pöll, 1908","129768"
Vioxcom,"Viola x commutata Waisb., 1896","129769"
Vioxdig,"Viola x digenea Rouy & Foucaud, 1896","129772"
Vioxduf,"Viola x duffortii Fouill., 1904","129776"
Vioxfal,"Viola x fallacina Rouy & Foucaud, 1896","129781"
Vioxfou,"Viola x fouilladei W.Becker, 1910","129783"
Vioxgen,"Viola x genevensis Chenevard, 1903","129784"
Vioxger,"Viola x gerslaueri L.Gross, 1921","129785"
Vioxgre,"Viola x gremblichii Murr, 1886","129788"
Vioxhet,"Viola x heterocarpa Borbás, 1890","129791"
Vioxint,"Viola x interjecta Borbás, 1892","129795"
Vioxint2,"Viola x intersita Beck, 1891","129797"
Vioxjac,"Viola x jaccardii W.Becker, 1906","129800"
Vioxjoh,"Viola x johannis-wagneri Kárpáti, 1946","129802"
Vioxkal,"Viola x kalkburgensis Wiesb., 1875","129803"
Vioxlam,"Viola x lambertii H.Lév., 1898","129806"
Vioxlut,"Viola x lutzii E.G.Camus, 1898","129810"
Vioxman,"Viola x mantziana W.Becker, 1910","129812"
Vioxmed,"Viola x medelii W.Becker, 1914","129813"
Vioxmer,"Viola x merkensteiniensis Wiesb., 1883","129814"
Vioxmie,"Viola x mielnicensis Zapa?., 1914","129815"
Vioxmil,"Viola x militaris Savouré, 1899","129816"
Vioxmix,"Viola x mixta A.Kern., 1868","129817"
Vioxmul,"Viola x multicaulis Jord., 1852","129820"
Vioxmur,"Viola x murbeckii Dörfl., 1897","129821"
Vioxnaj,"Viola x najadum Wein, 1913","129822"
Vioxneg,"Viola x neglecta F.W.Schmidt, 1794","129823"
Vioxnem,"Viola x nemenyiana J.Wagner, 1913","129824"
Vioxnor,"Viola x norvegica Wittr., 1897","611323"
Vioxoel,"Viola x oelandica W.Becker, 1910","129825"
Vioxoli,"Viola x olimpia Beggiato, 1865","129828"
Vioxoro,"Viola x orophila Wiesb., 1886","129829"
Vioxpac,"Viola x pacheri Wiesb., 1886","129830"
Vioxpar,"Viola x pardoi W.Becker, 1906","129831"
Vioxrit,"Viola x ritschliana W.Becker, 1902","129844"
Vioxsca,"Viola x scabra F.Braun, 1820","129845"
Vioxsch,"Viola x scharlockii W.Becker, 1914","129846"
Vioxsed,"Viola x sedunensis F.O.Wolf, 1898","129850"
Vioxsem,"Viola x semseyana Borbás, 1890","129851"
Vioxsko,"Viola x skofitziana Wiesb., 1886","129852"
Vioxspu,"Viola x spuria ?elak., 1875","129853"
Vioxtes,"Viola x tessinensis W.Becker, 1910","129861"
Vioxtor,"Viola x torslundensis W.Becker, 1910","129862"
Vioxvil,"Viola x villaquensis Benz, 1905","129868"
Vioxvil2,"Viola x vilnaensis W.Becker, 1922","129869"
Vioxvin,"Viola x vindobonensis Wiesb., 1880","129870"
Vioxwie,"Viola x wiesbauri Sabr., 1884","129873"
Vioxwil,"Viola x wilczekiana Beauverd, 1918","129874"
Vioxwit,"Viola x wittrockiana Gams, 1925","129875"
Viojor,"Viola jordanii Hanry, 1853","129596"
Viokit,"Viola kitaibeliana Schult., 1819","129600"
Viokitkit,"Viola kitaibeliana var. kitaibeliana Schult., 1819","923516"
Viokittri,"Viola kitaibeliana var. trimestris (DC.) Espeut, 2010","160280"
Violac,"Viola lactea Sm., 1798","129602"
Violar,"Viola laricicola Marcussen, 2003","611325"
Violut,"Viola lutea Huds., 1762","129614"
Violutlut,"Viola lutea subsp. lutea Huds., 1762","142347"
Violutcal,"Viola lutea subsp. calaminaria (Ging.) Nauenb., 1986","161005"
Viomir,"Viola mirabilis L., 1753","129623"
Vioodo,"Viola odorata L., 1753","129632"
Viopal,"Viola palustris L., 1753","129639"
Viopar,"Viola parvula Tineo, 1817","129641"
Viopin,"Viola pinnata L., 1753","129646"
Viopse,"Viola pseudomirabilis H.J.Coste, 1893","129654"
Viopum,"Viola pumila Chaix, 1785","129660"
Viopyr,"Viola pyrenaica Ramond ex DC., 1805","129663"
Viorei,"Viola reichenbachiana Jord. ex Boreau, 1857","129666"
Vioriv,"Viola riviniana Rchb., 1823","129669"
Vioroc,"Viola roccabrunensis Espeut, 2004","611324"
Viorup,"Viola rupestris F.W.Schmidt, 1791","129674"
Viosta,"Viola stagnina Kit. ex Schult., 1814","129698"
Viosua,"Viola suavis M.Bieb., 1819","129702"
Viosuasua,"Viola suavis subsp. suavis M.Bieb., 1819","991007"
Viosuaadr,"Viola suavis subsp. adriatica (Freyn) Haesler, 1975","991008"
Viosuacat,"Viola suavis subsp. catalonica (W.Becker) O.Bolòs & Vigo, 1974","142392"
Viotho,"Viola thomasiana Songeon & E.P.Perrier, 1860","129719"
Viotri,"Viola tricolor L., 1753","129723"
Viotritri,"Viola tricolor subsp. tricolor L., 1753","142433"
Viotricur,"Viola tricolor subsp. curtisii (E.Forst.) Syme, 1864","142409"
Viotrisax,"Viola tricolor subsp. saxatilis (F.W.Schmidt) Arcang., 1882","142431"
Vioval,"Viola valderia All., 1785","129730"
MalJus2,"Malvales Juss. ex Bercht. & J.Presl, 1820","187342"
CisJus,"Cistaceae Juss., 1789 [nom. cons.]","187353"
"CisL.,","Cistus L., 1753","190862"
Cisalb,"Cistus albidus L., 1753","91630"
Ciscre,"Cistus creticus L., 1759","91646"
